ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2016-04-30,1958.2164436400249,1729.7335131791397,2156.892377340564,1958.2164436400249,1958.2164436400249,-11.972223852209586,-11.972223852209586,-11.972223852209586,-11.972223852209586,-11.972223852209586,-11.972223852209586,0.0,0.0,0.0,1946.2442197878154
2016-05-31,1986.7323461494832,1777.1503373182518,2217.396420732761,1986.7323461494832,1986.7323461494832,7.357381762909844,7.357381762909844,7.357381762909844,7.357381762909844,7.357381762909844,7.357381762909844,0.0,0.0,0.0,1994.089727912393
2016-06-30,2014.3283808360559,1889.9893746864386,2338.8425413801892,2014.3283808360559,2014.3283808360559,97.29281616680618,97.29281616680618,97.29281616680618,97.29281616680618,97.29281616680618,97.29281616680618,0.0,0.0,0.0,2111.621197002862
2016-07-31,2042.844283345514,1787.7090514089364,2201.8209357359333,2042.844283345514,2042.844283345514,-48.9858084254746,-48.9858084254746,-48.9858084254746,-48.9858084254746,-48.9858084254746,-48.9858084254746,0.0,0.0,0.0,1993.8584749200395
2016-08-31,2071.3601858549723,1842.3982037870705,2274.043184620509,2071.3601858549723,2071.3601858549723,-14.591772375980389,-14.591772375980389,-14.591772375980389,-14.591772375980389,-14.591772375980389,-14.591772375980389,0.0,0.0,0.0,2056.768413478992
2016-09-30,2099.8368474016247,1905.8687945746155,2328.3724773477034,2099.8368474016247,2099.8368474016247,24.766954019968644,24.766954019968644,24.766954019968644,24.766954019968644,24.766954019968644,24.766954019968644,0.0,0.0,0.0,2124.6038014215933
2016-10-31,2129.2627309998325,1841.7942257050881,2264.742531455209,2129.2627309998325,2129.2627309998325,-75.82433481405705,-75.82433481405705,-75.82433481405705,-75.82433481405705,-75.82433481405705,-75.82433481405705,0.0,0.0,0.0,2053.438396185775
2016-11-30,2157.7393925464853,2007.7533003861502,2425.0115663885467,2157.7393925464853,2157.7393925464853,62.941908543281556,62.941908543281556,62.941908543281556,62.941908543281556,62.941908543281556,62.941908543281556,0.0,0.0,0.0,2220.6813010897667
2016-12-31,2187.1652761446926,1978.7572941003682,2407.8807324510162,2187.1652761446926,2187.1652761446926,7.469109577403601,7.469109577403601,7.469109577403601,7.469109577403601,7.469109577403601,7.469109577403601,0.0,0.0,0.0,2194.6343857220963
2017-01-31,2216.5952521507984,2007.3320429842015,2445.4171722481356,2216.5952521507984,2216.5952521507984,0.35962944684715825,0.35962944684715825,0.35962944684715825,0.35962944684715825,0.35962944684715825,0.35962944684715825,0.0,0.0,0.0,2216.9548815976455
2017-02-28,2243.1771659627652,1962.3039161735564,2401.3809690721578,2243.1771659627652,2243.1771659627652,-44.681034756219596,-44.681034756219596,-44.681034756219596,-44.681034756219596,-44.681034756219596,-44.681034756219596,0.0,0.0,0.0,2198.4961312065457
2017-03-31,2272.607141968871,1952.1152658758979,2368.791646180633,2272.607141968871,2272.607141968871,-113.23279528507753,-113.23279528507753,-113.23279528507753,-113.23279528507753,-113.23279528507753,-113.23279528507753,0.0,0.0,0.0,2159.3743466837936
2017-04-30,2301.087763910264,2095.80350901741,2518.1496071574998,2301.087763910264,2301.087763910264,-1.65809255864984,-1.65809255864984,-1.65809255864984,-1.65809255864984,-1.65809255864984,-1.65809255864984,0.0,0.0,0.0,2299.429671351614
2017-05-31,2330.5182659870757,2093.6773050433517,2520.3825572884857,2330.5182659870757,2330.5182659870757,-18.943401984970684,-18.943401984970684,-18.943401984970684,-18.943401984970684,-18.943401984970684,-18.943401984970684,0.0,0.0,0.0,2311.574864002105
2017-06-30,2358.999397029152,2198.0516000685184,2636.0658838106565,2358.999397029152,2358.999397029152,57.39164460030827,57.39164460030827,57.39164460030827,57.39164460030827,57.39164460030827,57.39164460030827,0.0,0.0,0.0,2416.3910416294602
2017-07-31,2388.429899105964,2166.4917821840168,2581.145209473638,2388.429899105964,2388.429899105964,-14.7148876177629,-14.7148876177629,-14.7148876177629,-14.7148876177629,-14.7148876177629,-14.7148876177629,0.0,0.0,0.0,2373.715011488201
2017-08-31,2417.86180446659,2211.2069573801864,2649.909880016987,2417.86180446659,2417.86180446659,3.620836254291867,3.620836254291867,3.620836254291867,3.620836254291867,3.620836254291867,3.620836254291867,0.0,0.0,0.0,2421.482640720882
2017-09-30,2446.344293525261,2234.9613496614,2647.0996296416965,2446.344293525261,2446.344293525261,-5.299678845890933,-5.299678845890933,-5.299678845890933,-5.299678845890933,-5.299678845890933,-5.299678845890933,0.0,0.0,0.0,2441.04461467937
2017-10-31,2475.776198885888,2213.082359711819,2648.2059703506075,2475.776198885888,2475.776198885888,-45.52379774792005,-45.52379774792005,-45.52379774792005,-45.52379774792005,-45.52379774792005,-45.52379774792005,0.0,0.0,0.0,2430.252401137968
2017-11-30,2504.2586879445585,2355.2560031567,2779.102195201148,2504.2586879445585,2504.2586879445585,54.95707017169496,54.95707017169496,54.95707017169496,54.95707017169496,54.95707017169496,54.95707017169496,0.0,0.0,0.0,2559.2157581162533
2017-12-31,2534.005619753183,2316.028898010349,2768.6508427528606,2534.005619753183,2534.005619753183,0.38937295860195,0.38937295860195,0.38937295860195,0.38937295860195,0.38937295860195,0.38937295860195,0.0,0.0,0.0,2534.394992711785
2018-01-31,2563.7525515618067,2352.5908839990852,2754.326650888261,2563.7525515618067,2563.7525515618067,-6.5935061891689655,-6.5935061891689655,-6.5935061891689655,-6.5935061891689655,-6.5935061891689655,-6.5935061891689655,0.0,0.0,0.0,2557.1590453726376
2018-02-28,2590.6207480341122,2305.9665473120863,2740.583849363988,2590.6207480341122,2590.6207480341122,-65.73309059823968,-65.73309059823968,-65.73309059823968,-65.73309059823968,-65.73309059823968,-65.73309059823968,0.0,0.0,0.0,2524.8876574358724
2018-03-31,2620.367679842737,2344.355534523593,2770.065872722252,2620.367679842737,2620.367679842737,-62.52334335727943,-62.52334335727943,-62.52334335727943,-62.52334335727943,-62.52334335727943,-62.52334335727943,0.0,0.0,0.0,2557.8443364854575
2018-04-30,2649.1614123611294,2442.0895117023615,2860.3163479342143,2649.1614123611294,2649.1614123611294,7.4625205441493385,7.4625205441493385,7.4625205441493385,7.4625205441493385,7.4625205441493385,7.4625205441493385,0.0,0.0,0.0,2656.6239329052787
2018-05-31,2678.914935963469,2427.393151751451,2856.0611314998832,2678.914935963469,2678.914935963469,-46.03240234034982,-46.03240234034982,-46.03240234034982,-46.03240234034982,-46.03240234034982,-46.03240234034982,0.0,0.0,0.0,2632.882533623119
2018-06-30,2707.708668481862,2522.1207281213424,2923.7295246461654,2707.708668481862,2707.708668481862,18.322193547053537,18.322193547053537,18.322193547053537,18.322193547053537,18.322193547053537,18.322193547053537,0.0,0.0,0.0,2726.0308620289156
2018-07-31,2737.4621920842005,2544.816015267935,2967.7687919366335,2737.4621920842005,2737.4621920842005,20.439236574002326,20.439236574002326,20.439236574002326,20.439236574002326,20.439236574002326,20.439236574002326,0.0,0.0,0.0,2757.901428658203
2018-08-31,2767.2157180558333,2587.9834426199127,3011.0830296516624,2767.2157180558333,2767.2157180558333,21.322424928842334,21.322424928842334,21.322424928842334,21.322424928842334,21.322424928842334,21.322424928842334,0.0,0.0,0.0,2788.5381429846757
2018-09-30,2796.00945286709,2552.033001069151,2969.8430327369156,2796.00945286709,2796.00945286709,-35.30464951319949,-35.30464951319949,-35.30464951319949,-35.30464951319949,-35.30464951319949,-35.30464951319949,0.0,0.0,0.0,2760.704803353891
2018-10-31,2825.762978838722,2594.0652036916554,3011.5006758326435,2825.762978838722,2825.762978838722,-15.053741963306052,-15.053741963306052,-15.053741963306052,-15.053741963306052,-15.053741963306052,-15.053741963306052,0.0,0.0,0.0,2810.709236875416
2018-11-30,2854.556713649979,2699.1094939188256,3125.758411715273,2854.556713649979,2854.556713649979,46.42686807322653,46.42686807322653,46.42686807322653,46.42686807322653,46.42686807322653,46.42686807322653,0.0,0.0,0.0,2900.9835817232056
2018-12-31,2884.310240290461,2672.670557307015,3086.0614814450855,2884.310240290461,2884.310240290461,-6.843639260502251,-6.843639260502251,-6.843639260502251,-6.843639260502251,-6.843639260502251,-6.843639260502251,0.0,0.0,0.0,2877.466601029959
2019-01-31,2914.063766930944,2678.160588933318,3104.923929030199,2914.063766930944,2914.063766930944,-13.590759389763992,-13.590759389763992,-13.590759389763992,-13.590759389763992,-13.590759389763992,-13.590759389763992,0.0,0.0,0.0,2900.47300754118
2019-02-28,2940.937920025574,2647.4469443407984,3060.644745351313,2940.937920025574,2940.937920025574,-85.88106159787145,-85.88106159787145,-85.88106159787145,-85.88106159787145,-85.88106159787145,-85.88106159787145,0.0,0.0,0.0,2855.0568584277025
2019-03-31,2970.691446696942,2744.9344532311497,3175.0372281659074,2970.691446696942,2970.691446696942,-11.45541519533003,-11.45541519533003,-11.45541519533003,-11.45541519533003,-11.45541519533003,-11.45541519533003,0.0,0.0,0.0,2959.236031501612
2019-04-30,2999.485182185363,2797.1606809423315,3216.4854422314315,2999.485182185363,2999.485182185363,15.373625241489654,15.373625241489654,15.373625241489654,15.373625241489654,15.373625241489654,15.373625241489654,0.0,0.0,0.0,3014.8588074268528
2019-05-31,3029.2387088567316,2756.0703555235036,3143.2752282684546,3029.2387088567316,3029.2387088567316,-73.87060288343609,-73.87060288343609,-73.87060288343609,-73.87060288343609,-73.87060288343609,-73.87060288343609,0.0,0.0,0.0,2955.3681059732953
2019-06-30,3058.0324443451527,2825.3997497823334,3267.470531338017,3058.0324443451527,3058.0324443451527,-19.871457791329988,-19.871457791329988,-19.871457791329988,-19.871457791329988,-19.871457791329988,-19.871457791329988,0.0,0.0,0.0,3038.1609865538226
2019-07-31,3087.785972457047,2932.3411320469954,3337.9587296047853,3087.785972457047,3087.785972457047,56.44352628663984,56.44352628663984,56.44352628663984,56.44352628663984,56.44352628663984,56.44352628663984,0.0,0.0,0.0,3144.229498743687
2019-08-31,3117.5395005689415,2948.6003177893053,3366.144226237457,3117.5395005689415,3117.5395005689415,38.489798850634074,38.489798850634074,38.489798850634074,38.489798850634074,38.489798850634074,38.489798850634074,0.0,0.0,0.0,3156.0292994195756
2019-09-30,3146.3332374514202,2869.987106598384,3286.3215786560354,3146.3332374514202,3146.3332374514202,-65.22736742821377,-65.22736742821377,-65.22736742821377,-65.22736742821377,-65.22736742821377,-65.22736742821377,0.0,0.0,0.0,3081.1058700232065
2019-10-31,3176.0867655633147,2994.2098975240347,3414.1376934702453,3176.0867655633147,3176.0867655633147,15.559280329453163,15.559280329453163,15.559280329453163,15.559280329453163,15.559280329453163,15.559280329453163,0.0,0.0,0.0,3191.6460458927677
2019-11-30,3204.880502648762,3024.604302634118,3442.517819553583,3204.880502648762,3204.880502648762,37.35645641324366,37.35645641324366,37.35645641324366,37.35645641324366,37.35645641324366,37.35645641324366,0.0,0.0,0.0,3242.2369590620056
2019-12-31,3234.6340309703896,3000.943619121892,3437.4206024452565,3234.6340309703896,3234.6340309703896,-14.215460008674157,-14.215460008674157,-14.215460008674157,-14.215460008674157,-14.215460008674157,-14.215460008674157,0.0,0.0,0.0,3220.4185709617154
2020-01-31,3264.3875592920185,3043.1086957156344,3458.1160759001796,3264.3875592920185,3264.3875592920185,-20.614159310840616,-20.614159310840616,-20.614159310840616,-20.614159310840616,-20.614159310840616,-20.614159310840616,0.0,0.0,0.0,3243.773399981178
2020-02-29,3292.2215051412827,3062.0859436367964,3479.541795830873,3292.2215051412827,3292.2215051412827,-22.735663435290775,-22.735663435290775,-22.735663435290775,-22.735663435290775,-22.735663435290775,-22.735663435290775,0.0,0.0,0.0,3269.485841705992
2020-03-31,3321.975032805767,2968.284102127762,3379.610784835391,3321.975032805767,3321.975032805767,-163.52563583000168,-163.52563583000168,-163.52563583000168,-163.52563583000168,-163.52563583000168,-163.52563583000168,0.0,0.0,0.0,3158.4493969757655
2020-04-30,3350.7687692552686,3126.400655310884,3553.5622554524844,3350.7687692552686,3350.7687692552686,-11.972223852285234,-11.972223852285234,-11.972223852285234,-11.972223852285234,-11.972223852285234,-11.972223852285234,0.0,0.0,0.0,3338.796545402983
2020-05-31,3380.5222969197516,3182.1302045778157,3600.4166104008727,3380.5222969197516,3380.5222969197516,7.357381763025588,7.357381763025588,7.357381763025588,7.357381763025588,7.357381763025588,7.357381763025588,0.0,0.0,0.0,3387.879678682777
2020-06-30,3409.316033369252,3292.1393698725337,3712.8287603379117,3409.316033369252,3409.316033369252,97.29281616702866,97.29281616702866,97.29281616702866,97.29281616702866,97.29281616702866,97.29281616702866,0.0,0.0,0.0,3506.608849536281
2020-07-31,3439.0695560484714,3176.876245014123,3599.1328718212667,3439.0695560484714,3439.0695560484714,-48.98580842560069,-48.98580842560069,-48.98580842560069,-48.98580842560069,-48.98580842560069,-48.98580842560069,0.0,0.0,0.0,3390.0837476228708
2020-08-31,3468.8230787276907,3251.7717209221364,3663.048954582888,3468.8230787276907,3468.8230787276907,-14.591772375939202,-14.591772375939202,-14.591772375939202,-14.591772375939202,-14.591772375939202,-14.591772375939202,0.0,0.0,0.0,3454.2313063517513
2020-09-30,3497.616810352741,3318.70419331045,3731.6336286782866,3497.616810352741,3497.616810352741,24.766954020088768,24.766954020088768,24.766954020088768,24.766954020088768,24.766954020088768,24.766954020088768,0.0,0.0,0.0,3522.38376437283
2020-10-31,3527.370333741033,3230.115309948826,3663.9448723478818,3527.370333741033,3527.370333741033,-75.82433481397726,-75.82433481397726,-75.82433481397726,-75.82433481397726,-75.82433481397726,-75.82433481397726,0.0,0.0,0.0,3451.5459989270557
2020-11-30,3556.1640660522826,3394.8162782775826,3837.8357888418623,3556.1640660522826,3556.1640660522826,62.94190854328209,62.94190854328209,62.94190854328209,62.94190854328209,62.94190854328209,62.94190854328209,0.0,0.0,0.0,3619.1059745955645
2020-12-31,3585.917589440575,3374.5849785120636,3812.10972999715,3585.917589440575,3585.917589440575,7.469109577342504,7.469109577342504,7.469109577342504,7.469109577342504,7.469109577342504,7.469109577342504,0.0,0.0,0.0,3593.386699017917
2021-01-31,3615.671112828867,3411.605878030597,3833.4424269903425,3615.671112828867,3615.671112828867,0.3596294468832205,0.3596294468832205,0.3596294468832205,0.3596294468832205,0.3596294468832205,0.3596294468832205,0.0,0.0,0.0,3616.0307422757505
2021-02-28,3642.545261491506,3385.84317527836,3816.3721605271608,3642.545261491506,3642.545261491506,-44.68103475631386,-44.68103475631386,-44.68103475631386,-44.68103475631386,-44.68103475631386,-44.68103475631386,0.0,0.0,0.0,3597.8642267351925
2021-03-31,3672.2987832251433,3359.402304497143,3769.3650527822947,3672.2987832251433,3672.2987832251433,-113.2327952853057,-113.2327952853057,-113.2327952853057,-113.2327952853057,-113.2327952853057,-113.2327952853057,0.0,0.0,0.0,3559.0659879398377
2021-04-30,3701.092513935115,3472.451609865922,3899.682221117837,3701.092513935115,3701.092513935115,-1.6580925585564492,-1.6580925585564492,-1.6580925585564492,-1.6580925585564492,-1.6580925585564492,-1.6580925585564492,0.0,0.0,0.0,3699.434421376559
2021-05-31,3730.8460356687515,3499.201978065599,3917.0264734519533,3730.8460356687515,3730.8460356687515,-18.94340198512758,-18.94340198512758,-18.94340198512758,-18.94340198512758,-18.94340198512758,-18.94340198512758,0.0,0.0,0.0,3711.902633683624
2021-06-30,3759.639766256435,3611.036052487388,4017.676292463256,3759.639766256435,3759.639766256435,57.39164460008801,57.39164460008801,57.39164460008801,57.39164460008801,57.39164460008801,57.39164460008801,0.0,0.0,0.0,3817.031410856523
2021-07-31,3789.393287863709,3578.0886934601394,3984.1464986072992,3789.393287863709,3789.393287863709,-14.714887618195213,-14.714887618195213,-14.714887618195213,-14.714887618195213,-14.714887618195213,-14.714887618195213,0.0,0.0,0.0,3774.678400245514
2021-08-31,3819.1468094709817,3617.6736893853654,4041.5844320417123,3819.1468094709817,3819.1468094709817,3.6208362542335086,3.6208362542335086,3.6208362542335086,3.6208362542335086,3.6208362542335086,3.6208362542335086,0.0,0.0,0.0,3822.767645725215
2021-09-30,3847.940540058665,3637.889109011769,4064.57440547127,3847.940540058665,3847.940540058665,-5.299678845741598,-5.299678845741598,-5.299678845741598,-5.299678845741598,-5.299678845741598,-5.299678845741598,0.0,0.0,0.0,3842.6408612129235
2021-10-31,3877.694037275022,3613.783428616004,4045.426445641334,3877.694037275022,3877.694037275022,-45.52379774829125,-45.52379774829125,-45.52379774829125,-45.52379774829125,-45.52379774829125,-45.52379774829125,0.0,0.0,0.0,3832.1702395267307
2021-11-30,3906.4877442585926,3742.662553930285,4172.054790449218,3906.4877442585926,3906.4877442585926,54.957070171633795,54.957070171633795,54.957070171633795,54.957070171633795,54.957070171633795,54.957070171633795,0.0,0.0,0.0,3961.4448144302264
2021-12-31,3936.2412414749497,3715.6671487227163,4155.5440863439635,3936.2412414749497,3936.2412414749497,0.38937295886446216,0.38937295886446216,0.38937295886446216,0.38937295886446216,0.38937295886446216,0.38937295886446216,0.0,0.0,0.0,3936.630614433814
2022-01-31,3965.994738691306,3766.088443626853,4180.458863351752,3965.994738691306,3965.994738691306,-6.5935061892130555,-6.5935061892130555,-6.5935061892130555,-6.5935061892130555,-6.5935061892130555,-6.5935061892130555,0.0,0.0,0.0,3959.4012325020926
2022-02-28,3992.868821142637,3719.440206433942,4149.525939235441,3992.868821142637,3992.868821142637,-65.733090598386,-65.733090598386,-65.733090598386,-65.733090598386,-65.733090598386,-65.733090598386,0.0,0.0,0.0,3927.135730544251
2022-03-31,4022.6222695708952,3736.1400290678025,4182.033520257112,4022.6222695708952,4022.6222695708952,-62.52334335705886,-62.52334335705886,-62.52334335705886,-62.52334335705886,-62.52334335705886,-62.52334335705886,0.0,0.0,0.0,3960.0989262138364
2022-04-30,4051.4159293401785,3840.94853432944,4272.895985071715,4051.4159293401785,4051.4159293401785,7.462520544429375,7.462520544429375,7.462520544429375,7.462520544429375,7.462520544429375,7.462520544429375,0.0,0.0,0.0,4058.878449884608
2022-05-31,4081.169377250376,3827.422080996189,4240.352999122095,4081.169377250376,4081.169377250376,-46.03240234002268,-46.03240234002268,-46.03240234002268,-46.03240234002268,-46.03240234002268,-46.03240234002268,0.0,0.0,0.0,4035.1369749103533
2022-06-30,4109.963036518308,3906.2708142311035,4362.590114351304,4109.963036518308,4109.963036518308,18.32219354683127,18.32219354683127,18.32219354683127,18.32219354683127,18.32219354683127,18.32219354683127,0.0,0.0,0.0,4128.285230065139
2022-07-31,4139.716484428506,3955.140814030424,4370.405878897185,4139.716484428506,4139.716484428506,20.43923657448476,20.43923657448476,20.43923657448476,20.43923657448476,20.43923657448476,20.43923657448476,0.0,0.0,0.0,4160.1557210029905
2022-08-31,4169.469932338703,3973.1868045250203,4399.746883697187,4169.469932338703,4169.469932338703,21.322424928462432,21.322424928462432,21.322424928462432,21.322424928462432,21.322424928462432,21.322424928462432,0.0,0.0,0.0,4190.792357267165
2022-09-30,4198.263591599246,3961.644102239979,4376.2739068057635,4198.263591599246,4198.263591599246,-35.30464951360151,-35.30464951360151,-35.30464951360151,-35.30464951360151,-35.30464951360151,-35.30464951360151,0.0,0.0,0.0,4162.958942085645
2022-10-31,4228.017039501805,4001.674117512487,4415.517129082159,4228.017039501805,4228.017039501805,-15.053741963476368,-15.053741963476368,-15.053741963476368,-15.053741963476368,-15.053741963476368,-15.053741963476368,0.0,0.0,0.0,4212.963297538328
2022-11-30,4256.810698762347,4086.5016797863736,4495.29109231799,4256.810698762347,4256.810698762347,46.426868073033795,46.426868073033795,46.426868073033795,46.426868073033795,46.426868073033795,46.426868073033795,0.0,0.0,0.0,4303.237566835381
2022-12-31,4286.564146664907,4067.2284163117997,4475.696156169968,4286.564146664907,4286.564146664907,-6.8436392606887875,-6.8436392606887875,-6.8436392606887875,-6.8436392606887875,-6.8436392606887875,-6.8436392606887875,0.0,0.0,0.0,4279.720507404218
2023-01-31,4316.317595328678,4092.185740554701,4494.754680278761,4316.317595328678,4316.317595328678,-13.590759389881063,-13.590759389881063,-13.590759389881063,-13.590759389881063,-13.590759389881063,-13.590759389881063,0.0,0.0,0.0,4302.726835938797
2023-02-28,4343.191677992731,4044.606210618022,4465.606593423522,4343.191677992731,4343.191677992731,-85.88106159792963,-85.88106159792963,-85.88106159792963,-85.88106159792963,-85.88106159792963,-85.88106159792963,0.0,0.0,0.0,4257.3106163948005
2023-03-31,4372.945126656501,4170.407530612303,4585.7364014520135,4372.945126656501,4372.945126656501,-11.455415194603518,-11.455415194603518,-11.455415194603518,-11.455415194603518,-11.455415194603518,-11.455415194603518,0.0,0.0,0.0,4361.489711461898
2023-04-30,4401.738786653699,4221.08726609807,4634.999608280865,4401.738786653699,4401.738786653699,15.373625241718115,15.373625241718115,15.373625241718115,15.373625241718115,15.373625241718115,15.373625241718115,0.0,0.0,0.0,4417.112411895418
2023-05-31,4431.492235317471,4136.300140179387,4584.107637076351,4431.492235317471,4431.492235317471,-73.8706028836353,-73.8706028836353,-73.8706028836353,-73.8706028836353,-73.8706028836353,-73.8706028836353,0.0,0.0,0.0,4357.621632433836
2023-06-30,4460.285895314669,4225.667850210231,4657.21115354058,4460.285895314669,4460.285895314669,-19.871457791687213,-19.871457791687213,-19.871457791687213,-19.871457791687213,-19.871457791687213,-19.871457791687213,0.0,0.0,0.0,4440.414437522982
2023-07-31,4490.039343978441,4340.035462512338,4757.425203088409,4490.039343978441,4490.039343978441,56.44352628647684,56.44352628647684,56.44352628647684,56.44352628647684,56.44352628647684,56.44352628647684,0.0,0.0,0.0,4546.482870264918
2023-08-31,4519.792792642212,4358.352104796094,4761.085620027804,4519.792792642212,4519.792792642212,38.489798850670624,38.489798850670624,38.489798850670624,38.489798850670624,38.489798850670624,38.489798850670624,0.0,0.0,0.0,4558.282591492883
2023-09-30,4548.58645263941,4270.996792679093,4700.35619268502,4548.58645263941,4548.58645263941,-65.227367428427,-65.227367428427,-65.227367428427,-65.227367428427,-65.227367428427,-65.227367428427,0.0,0.0,0.0,4483.359085210983
2023-10-31,4578.339901303182,4381.997450102718,4811.193513529736,4578.339901303182,4578.339901303182,15.559280329545723,15.559280329545723,15.559280329545723,15.559280329545723,15.559280329545723,15.559280329545723,0.0,0.0,0.0,4593.899181632728
2023-11-30,4607.13356130038,4417.046599654005,4860.986645604662,4607.13356130038,4607.13356130038,37.35645641320755,37.35645641320755,37.35645641320755,37.35645641320755,37.35645641320755,37.35645641320755,0.0,0.0,0.0,4644.490017713588
2023-12-31,4636.887009964152,4407.2229658586275,4846.014511444453,4636.887009964152,4636.887009964152,-14.215460008614613,-14.215460008614613,-14.215460008614613,-14.215460008614613,-14.215460008614613,-14.215460008614613,0.0,0.0,0.0,4622.671549955538
2024-01-31,4666.640458627923,4439.081871536521,4842.501945163479,4666.640458627923,4666.640458627923,-20.614159310810653,-20.614159310810653,-20.614159310810653,-20.614159310810653,-20.614159310810653,-20.614159310810653,0.0,0.0,0.0,4646.026299317113
2024-02-29,4694.474329958548,4465.645114838874,4895.522348691537,4694.474329958548,4694.474329958548,-22.73566343514868,-22.73566343514868,-22.73566343514868,-22.73566343514868,-22.73566343514868,-22.73566343514868,0.0,0.0,0.0,4671.738666523399
2024-03-31,4724.227778622319,4340.611228847709,4777.991568736961,4724.227778622319,4724.227778622319,-163.52563582983922,-163.52563582983922,-163.52563582983922,-163.52563582983922,-163.52563582983922,-163.52563582983922,0.0,0.0,0.0,4560.70214279248
2024-04-30,4753.0214386195175,4525.355460941409,4956.619620530821,4753.0214386195175,4753.0214386195175,-11.972223852159333,-11.972223852159333,-11.972223852159333,-11.972223852159333,-11.972223852159333,-11.972223852159333,0.0,0.0,0.0,4741.0492147673585
2024-05-31,4782.774887283289,4571.111753526371,5001.691737788039,4782.774887283289,4782.774887283289,7.357381763057828,7.357381763057828,7.357381763057828,7.357381763057828,7.357381763057828,7.357381763057828,0.0,0.0,0.0,4790.132269046347
